id,date_issued,permit_number,category,island,origin,number_requested,requested_male,requested_female,port_of_discharge,date_of_arrival,arrival_month,acctual_arrival,number,male,female,year_permit_issued,flf,flm,mlf,breed,validity,ps_male,ps_female,gp_male,gp_female,mlm,requested_flf,requested_flm,requested_mlf,requested_mlm
359,6/20/2018,icdabaiq11018161517,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,8/9/2018,August,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
360,6/21/2018,icdabaiq11018161427,"Hatching Eggs",Luzon,Japan,42480,6120,36360,NAIA,7/3/2018,July,27660,PS,0,0,2018,0,0,0,Cobb,,4320,23340,0,0,0,0,0,0,0
361,6/21/2018,icdabaiq11018161426,"Hatching Eggs",Luzon,Japan,42480,6120,36360,NAIA,7/8/2018,July,16880,PS,0,0,2018,0,0,0,Cobb,,2700,14180,0,0,0,0,0,0,0
362,6/23/2018,icdabaiq11018161428,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,7/4/2018,July,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
363,6/26/2018,icdabaiq11018161431,"Hatching Eggs",Luzon,Brazil,93240,11880,81360,NAIA,7/19/2018,July,93240,PS,0,0,2018,0,0,0,Cobb,,11880,81360,0,0,0,0,0,0,0
364,6/26/2018,icdabaiq11018161429,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,7/3/2018,July,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
365,6/28/2018,icdabaiq11018161436,"Day-Old Chicks",Luzon,Netherlands,9927,1295,8632,NAIA,8/22/2018,August,9927,PS-Layer,1295,8632,2018,0,0,0,"Babcock White",,0,0,0,0,0,0,0,0,0
366,6/28/2018,icdabaiq11018161432,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,7/17/2018,July,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
367,6/29/2018,icdabaiq11018161389,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,6/19/2018,June,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
368,6/29/2018,icdabaiq11018161435,"Hatching Eggs",Luzon,Spain,288000,288000,0,NAIA,7/10/2018,July,288000,Terminal-Broiler,288000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
369,6/29/2018,icdabaiq11018161434,"Hatching Eggs",Luzon,Spain,288000,288000,0,NAIA,7/13/2018,July,288000,Terminal-Broiler,288000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
370,7/1/2018,icdabaiq11018161418,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,7/4/2018,July,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
371,7/1/2018,icdabaiq11018161437,"Day-Old Chicks",Luzon,"United Kingdom",26910,3510,23400,NAIA,7/17/2018,July,26910,PS,0,0,2018,0,0,0,"Indian River Meat",,3510,23400,0,0,0,0,0,0,0
372,7/1/2018,icdabaiq11018161438,"Day-Old Chicks",Luzon,"United Kingdom",28704,3744,24960,NAIA,7/11/2018,July,28704,PS,0,0,2018,0,0,0,"Indian River Meat",,3744,24960,0,0,0,0,0,0,0
373,7/1/2018,icdabaiq11018161439,"Hatching Eggs",Luzon,U.S.A.,207360,207360,0,NAIA,7/10/2018,July,207360,Terminal-Broiler,207360,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
374,7/3/2018,icdabaiq11018161442,"Day-Old Chicks",Luzon,Australia,21170,2762,18408,NAIA,7/18/2018,July,21170,PS,0,0,2018,0,0,0,"Arbor Acres",,2762,18408,0,0,0,0,0,0,0
375,7/3/2018,icdabaiq11018161440,"Day-Old Chicks",Luzon,U.S.A.,27589,7957,19632,NAIA,7/23/2018,July,27589,GP,0,0,2018,14872,3941,4760,Ross,,0,0,7957,19632,4016,14872,3941,4760,4016
376,7/3/2018,icdabaiq11018161505,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,8/6/2018,August,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
377,7/3/2018,icdabaiq11018161504,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,8/11/2018,August,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
378,7/3/2018,icdabaiq11018161502,"Hatching Eggs",Luzon,Netherlands,90000,12960,77040,NAIA,8/11/2018,August,64770,PS,0,0,2018,0,0,0,Cobb,,10050,54720,0,0,0,0,0,0,0
379,7/5/2018,icdabaiq11018161450,"Hatching Eggs",Luzon,U.S.A.,207360,207360,0,NAIA,7/23/2018,July,207360,Terminal-Broiler,207360,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
380,7/5/2018,icdabaiq11018161451,"Hatching Eggs",Luzon,U.S.A.,207360,207360,0,NAIA,7/17/2018,July,207360,Terminal-Broiler,207360,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
381,7/5/2018,icdabaiq11018161457,"Hatching Eggs",Luzon,Australia,252000,252000,0,NAIA,9/1/2018,September,252000,Terminal-Broiler,252000,0,2018,0,0,0,,,0,0,0,0,0,0,0,0,0
382,7/5/2018,icdabaiq11018161456,"Hatching Eggs",Luzon,Australia,252000,252000,0,NAIA,8/16/2018,August,252000,Terminal-Broiler,252000,0,2018,0,0,0,,,0,0,0,0,0,0,0,0,0
383,7/5/2018,icdabaiq11018161449,"Day-Old Chicks",Luzon,"New Zealand",14352,1872,12480,NAIA,7/26/2018,July,14352,PS,0,0,2018,0,0,0,"Indian River Meat",,1872,12480,0,0,0,0,0,0,0
384,7/6/2018,icdabaiq11018161448,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,7/12/2018,July,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
385,7/7/2018,icdabaiq11018161466,"Day-Old Chicks",Luzon,Netherlands,5980,780,5200,NAIA,8/5/2018,August,5980,PS-Layer,780,5200,2018,0,0,0,"Dekalb Brown",,0,0,0,0,0,0,0,0,0
386,7/7/2018,icdabaiq11018161466,"Day-Old Chicks",Luzon,Netherlands,31083,4252,26831,NAIA,8/5/2018,August,31083,PS-Layer,4252,26831,2018,0,0,0,"Dekalb White",,0,0,0,0,0,0,0,0,0
387,7/8/2018,icdabaiq11018161479,"Hatching Eggs",Luzon,Japan,44720,6240,38480,NAIA,8/4/2018,August,34360,PS,0,0,2018,0,0,0,Cobb,,5220,29140,0,0,0,0,0,0,0
388,7/9/2018,icdabaiq11018161460,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,8/10/2018,August,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
389,7/9/2018,icdabaiq11018161459,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,8/3/2018,August,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
390,7/9/2018,icdabaiq11018161464,"Hatching Eggs",Luzon,Spain,288000,288000,0,NAIA,7/20/2018,July,288000,Terminal-Broiler,288000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
391,7/9/2018,icdabaiq11018161462,"Hatching Eggs",Luzon,Spain,288000,288000,0,NAIA,7/27/2018,July,288000,Terminal-Broiler,288000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
392,7/9/2018,icdabaiq11018161461,"Hatching Eggs",Luzon,Spain,288000,288000,0,NAIA,7/23/2018,July,288000,Terminal-Broiler,288000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
393,7/9/2018,icdabaiq11018161465,"Hatching Eggs",Luzon,Spain,288000,288000,0,NAIA,7/16/2018,July,288000,Terminal-Broiler,288000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
394,7/10/2018,icdabaiq11018161458,"Day-Old Chicks",Luzon,"Czech Republic",3680,480,3200,NAIA,8/24/2018,August,3680,PS-Range,0,0,2018,0,0,0,Colored,,480,3200,0,0,0,0,0,0,0
395,7/10/2018,icdabaiq11018161481,"Hatching Eggs",Luzon,U.S.A.,207360,207360,0,NAIA,7/31/2018,July,207360,Terminal-Broiler,207360,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
396,7/10/2018,icdabaiq11018161467,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,7/16/2018,July,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
397,7/10/2018,icdabaiq11018161468,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,7/18/2018,July,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
398,7/14/2018,icdabaiq11018161472,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,7/31/2018,July,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
399,7/14/2018,icdabaiq11018161474,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,7/23/2018,July,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
400,7/14/2018,icdabaiq11018161473,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,7/25/2018,July,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
401,7/18/2018,icdabaiq11018161478,"Day-Old Chicks",Luzon,Netherlands,9319,999,8320,NAIA,7/25/2018,July,9319,PS-Layer,999,8320,2018,0,0,0,Hisex,,0,0,0,0,0,0,0,0,0
402,7/20/2018,icdabaiq11018161480,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,8/8/2018,August,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
403,7/22/2018,icdabaiq11018161482,"Day-Old Chicks",Luzon,"United Kingdom",14352,1827,12480,NAIA,8/1/2018,August,14352,PS,0,0,2018,0,0,0,"Indian River Meat",,1872,12480,0,0,0,0,0,0,0
404,7/22/2018,icdabaiq11018161484,"Hatching Eggs",Luzon,Spain,288000,288000,0,NAIA,7/31/2018,July,288000,Terminal-Broiler,288000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
405,7/23/2018,icdabaiq11018161485,"Hatching Eggs",Luzon,U.S.A.,169200,169200,0,NAIA,8/7/2018,August,169200,Terminal-Broiler,169200,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
406,7/23/2018,icdabaiq11018161486,"Day-Old Chicks",Luzon,"United Kingdom",28704,3744,24960,NAIA,8/10/2018,August,28704,PS,0,0,2018,0,0,0,"Indian River Meat",,3744,24960,0,0,0,0,0,0,0
407,7/25/2018,icdabaiq11018161490,"Day-Old Chicks",Luzon,Australia,11282,1472,9810,NAIA,8/10/2018,August,11282,PS,0,0,2018,0,0,0,"Arbor Acres",,1472,9810,0,0,0,0,0,0,0
408,7/25/2018,icdabaiq11018161489,"Hatching Eggs",Luzon,U.S.A.,207360,207360,0,NAIA,8/13/2018,August,207360,Terminal-Broiler,207360,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
409,7/26/2018,icdabaiq11018161491,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,8/1/2018,August,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
410,7/27/2018,icdabaiq11018161498,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,8/16/2018,August,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
411,7/27/2018,icdabaiq11018161497,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,8/17/2018,August,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
412,7/27/2018,icdabaiq11018161493,"Hatching Eggs",Luzon,Spain,288000,288000,0,NAIA,8/19/2018,August,288000,Terminal-Broiler,288000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
413,7/27/2018,icdabaiq11018161494,"Hatching Eggs",Luzon,Spain,288000,288000,0,NAIA,8/13/2018,August,288000,Terminal-Broiler,288000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
414,7/27/2018,icdabaiq11018161495,"Hatching Eggs",Luzon,Spain,288000,288000,0,NAIA,8/10/2018,August,288000,Terminal-Broiler,288000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
415,7/27/2018,icdabaiq11018161496,"Hatching Eggs",Luzon,Spain,288000,288000,0,NAIA,8/6/2018,August,288000,Terminal-Broiler,288000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
416,7/30/2018,icdabaiq11018161503,"Hatching Eggs",Luzon,Netherlands,67680,9720,57960,NAIA,8/7/2018,August,51480,PS,0,0,2018,0,0,0,Cobb,,7200,44280,0,0,0,0,0,0,0
417,7/30/2018,icdabaiq11018161501,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,8/22/2018,August,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
418,8/2/2018,icdabaiq11018161509,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,8/13/2018,August,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
419,8/2/2018,icdabaiq11018161554,"Hatching Eggs",Luzon,Australia,252000,252000,0,NAIA,9/5/2018,September,252000,Terminal-Broiler,252000,0,2018,0,0,0,,,0,0,0,0,0,0,0,0,0
420,8/2/2018,icdabaiq11018161508,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,8/15/2018,August,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
421,8/2/2018,icdabaiq11018161507,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,8/18/2018,August,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
422,8/3/2018,icdabaiq11018161512,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,8/29/2018,August,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
423,8/3/2018,icdabaiq11018161511,"Hatching Eggs",Luzon,Spain,72000,72000,0,NAIA,8/30/2018,August,72000,Terminal-Broiler,72000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
424,8/3/2018,icdabaiq11018161582,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,9/25/2018,September,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
425,8/3/2018,icdabaiq11018161516,"Day-Old Chicks",Luzon,"United Kingdom",14352,1872,12480,NAIA,8/14/2018,August,14352,PS,0,0,2018,0,0,0,"Indian River Meat",,1872,12480,0,0,0,0,0,0,0
426,8/3/2018,icdabaiq11018161510,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,9/5/2018,September,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
427,8/4/2018,icdabaiq11018161515,"Day-Old Chicks",Luzon,"United Kingdom",7176,936,6240,NAIA,8/19/2018,August,7176,PS,0,0,2018,0,0,0,"Indian River Meat",,936,6240,0,0,0,0,0,0,0
428,8/6/2018,icdabaiq11018161514,"Day-Old Chicks",Luzon,U.S.A.,7176,936,6240,NAIA,8/22/2018,August,7176,PS,0,0,2018,0,0,0,"Indian River Meat",,936,6240,0,0,0,0,0,0,0
429,8/6/2018,icdabaiq11018161513,"Day-Old Chicks",Luzon,"United Kingdom",28704,3744,24960,NAIA,8/26/2018,August,28704,PS,0,0,2018,0,0,0,"Indian River Meat",,3744,24960,0,0,0,0,0,0,0
430,8/8/2018,icdabaiq11018161527,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,8/24/2018,August,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
431,8/8/2018,icdabaiq11018161524,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,8/28/2018,August,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
432,8/8/2018,icdabaiq11018161526,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,8/22/2018,August,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
433,8/8/2018,icdabaiq11018161525,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,9/1/2018,September,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
434,8/8/2018,icdabaiq11018161528,"Day-Old Chicks",Luzon,Netherlands,10112,0,10112,NAIA,8/21/2018,August,10112,GP,0,0,2018,7808,0,2304,Cobb,,0,0,0,10112,0,7808,0,2304,0
435,8/9/2018,icdabaiq11018161532,"Day-Old Chicks",Luzon,Netherlands,15600,0,15600,NAIA,9/1/2018,September,15600,Terminal-Layer,0,15600,2018,0,0,0,"Bovans Brown",,0,0,0,0,0,0,0,0,0
436,8/9/2018,icdabaiq11018161530,"Hatching Eggs",Luzon,Spain,288000,288000,0,NAIA,8/25/2018,August,288000,Terminal-Broiler,288000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
437,8/9/2018,icdabaiq11018161531,"Hatching Eggs",Luzon,Spain,288000,288000,0,NAIA,8/20/2018,August,288000,Terminal-Broiler,288000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
438,8/9/2018,icdabaiq11018161523,"Day-Old Chicks",Luzon,Netherlands,21568,11456,10112,NAIA,8/24/2018,August,21568,GP,0,0,2018,7808,6912,2304,Cobb,,0,0,11456,10112,4544,7808,6912,2304,4544
439,8/10/2018,icdabaiq11018161529,"Day-Old Chicks",Luzon,"New Zealand",14352,1872,12480,NAIA,8/18/2018,August,14352,PS,0,0,2018,0,0,0,"Indian River Meat",,1872,12480,0,0,0,0,0,0,0
440,8/13/2018,icdabaiq11018161534,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,8/24/2018,August,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
441,8/13/2018,icdabaiq11018161540,"Hatching Eggs",Luzon,Japan,36000,5120,30880,NAIA,9/1/2018,September,36000,PS,0,0,2018,0,0,0,Cobb,,5120,30880,0,0,0,0,0,0,0
442,8/13/2018,icdabaiq11018161536,"Hatching Eggs",Luzon,Netherlands,59040,8640,50400,NAIA,9/4/2018,September,51120,PS,0,0,2018,0,0,0,Cobb,,8640,50400,0,0,0,0,0,0,0
443,8/13/2018,icdabaiq11018161537,"Hatching Eggs",Luzon,Netherlands,59040,8640,50400,NAIA,9/1/2018,September,42120,PS,0,0,2018,0,0,0,Cobb,,8640,50400,0,0,0,0,0,0,0
444,8/13/2018,icdabaiq11018161535,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,8/20/2018,August,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
445,8/13/2018,icdabaiq11018161533,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,8/27/2018,August,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
446,8/14/2018,icdabaiq11018161589,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,9/27/2018,September,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
447,8/14/2018,icdabaiq11018161539,"Hatching Eggs",Luzon,U.S.A.,207360,207360,0,NAIA,8/22/2018,August,207360,Terminal-Broiler,207360,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
448,8/18/2018,icdabaiq11018161542,"Day-Old Chicks",Luzon,"United Kingdom",5776,680,5096,NAIA,8/25/2018,August,5776,PS,0,0,2018,0,0,0,"Indian River Meat",,680,5096,0,0,0,0,0,0,0
449,8/20/2018,icdabaiq11018161544,"Day-Old Chicks",Luzon,Australia,3848,936,2912,NAIA,8/23/2018,August,3848,GP,0,0,2018,2080,520,832,"Arbor Acres",,0,0,936,2912,416,2080,420,832,416
450,8/20/2018,icdabaiq11018161543,"Hatching Eggs",Luzon,U.S.A.,224640,224640,0,NAIA,9/4/2018,September,224640,Terminal-Broiler,224640,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
451,8/22/2018,icdabaiq11018161558,"Hatching Eggs",Luzon,Spain,100080,100080,0,NAIA,9/10/2018,September,100080,Terminal-Broiler,100080,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
452,8/22/2018,icdabaiq11018161549,"Hatching Eggs",Luzon,Spain,288000,288000,0,NAIA,9/1/2018,September,288000,Terminal-Broiler,288000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
453,8/22/2018,icdabaiq11018161550,"Hatching Eggs",Luzon,Australia,252000,252000,0,NAIA,9/26/2018,September,252000,Terminal-Broiler,252000,0,2018,0,0,0,,,0,0,0,0,0,0,0,0,0
454,8/22/2018,icdabaiq11018161553,"Hatching Eggs",Luzon,Australia,252000,252000,0,NAIA,9/12/2018,September,252000,Terminal-Broiler,252000,0,2018,0,0,0,,,0,0,0,0,0,0,0,0,0
455,8/22/2018,icdabaiq11018161548,"Hatching Eggs",Luzon,Spain,288000,288000,0,NAIA,8/26/2018,August,288000,Terminal-Broiler,288000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
456,8/22/2018,icdabaiq11018161551,"Hatching Eggs",Luzon,Australia,252000,252000,0,NAIA,9/19/2018,September,252000,Terminal-Broiler,252000,0,2018,0,0,0,,,0,0,0,0,0,0,0,0,0
457,8/23/2018,icdabaiq11018161560,"Hatching Eggs",Luzon,Australia,208320,208320,0,NAIA,9/13/2018,September,208320,Terminal-Broiler,208320,0,2018,0,0,0,,,0,0,0,0,0,0,0,0,0
458,8/23/2018,icdabaiq11018161559,"Hatching Eggs",Luzon,Australia,208320,208320,0,NAIA,9/5/2018,September,208320,Terminal-Broiler,208320,0,2018,0,0,0,,,0,0,0,0,0,0,0,0,0
459,8/24/2018,icdabaiq11018161561,"Hatching Eggs",Luzon,U.S.A.,207360,207360,0,NAIA,9/12/2018,September,207360,Terminal-Broiler,207360,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
460,8/25/2018,icdabaiq11018161571,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,9/14/2018,September,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
461,8/25/2018,icdabaiq302182140871,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,9/4/2018,September,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
462,8/25/2018,icdabaiq11018161569,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,9/7/2018,September,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
463,8/27/2018,icdabaiq11018161562,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,10/5/2018,October,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
464,8/27/2018,icdabaiq11018161563,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,9/25/2018,September,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
465,8/27/2018,icdabaiq11018161584,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,9/21/2018,September,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
466,8/27/2018,icdabaiq11018161565,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,9/18/2018,September,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
467,8/27/2018,icdabaiq11018161566,"Hatching Eggs",Luzon,Spain,144000,144000,0,Cebu,9/12/2018,September,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
468,8/27/2018,icdabaiq11018161568,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,9/7/2018,September,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
469,8/27/2018,icdabaiq11018161567,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,9/11/2018,September,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
470,8/28/2018,icdabaiq11018161577,"Hatching Eggs",Luzon,Spain,288000,288000,0,NAIA,9/4/2018,September,288000,Terminal-Broiler,288000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
471,8/28/2018,icdabaiq11018161576,"Hatching Eggs",Luzon,Spain,288000,288000,0,NAIA,9/7/2018,September,288000,Terminal-Broiler,288000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
472,8/28/2018,icdabaiq11018161578,"Hatching Eggs",Luzon,U.S.A.,224640,224640,0,NAIA,9/4/2018,September,224640,Terminal-Broiler,224640,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
473,8/28/2018,icdabaiq11018161573,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,9/6/2018,September,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
474,8/28/2018,icdabaiq11018161579,"Hatching Eggs",Luzon,U.S.A.,224640,224640,0,NAIA,9/11/2018,September,224640,Terminal-Broiler,224640,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
475,8/29/2018,icdabaiq11018161574,"Day-Old Chicks",Luzon,Belgium,10400,0,10400,NAIA,9/21/2018,September,10400,Terminal-Layer,0,10400,2018,0,0,0,"Bovans Brown",,0,0,0,0,0,0,0,0,0
476,8/31/2018,icdabaiq11018161583,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,9/13/2018,September,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
477,9/3/2018,icdabaiq11018161584,"Day-Old Chicks",Luzon,France,3078,374,2704,NAIA,9/19/2018,September,3078,PS-Range,0,0,2018,0,0,0,JA57KI,,374,2704,0,0,0,0,0,0,0
478,9/3/2018,icdabaiq11018161585,"Day-Old Chicks",Luzon,Netherlands,27900,0,27900,NAIA,9/19/2018,September,27900,Terminal-Layer,0,27900,2018,0,0,0,"H & N Brown",,0,0,0,0,0,0,0,0,0
479,9/3/2018,icdabaiq11018161581,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,9/28/2018,September,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
480,9/3/2018,icdabaiq11018161590,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,9/21/2018,September,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
481,9/3/2018,icdabaiq11018161591,"Hatching Eggs",Luzon,Spain,144000,144000,0,NAIA,9/15/2018,September,144000,Terminal-Broiler,144000,0,2018,0,0,0,Cobb,,0,0,0,0,0,0,0,0,0
